casenum,year,citevol,beginpage,endopin,endpage,decisiondate,docketnum,multdoc,source,origin,method,treatment,initiator,intervenor,applfrom,classaction,crossapp,amicus,circuit,opinionstatus,state,district,districtjudgeid,adminreview,priorpub,sanctions,numappel,appnatpr,appbus,appnonp,appfed,appsubst,alst_code,appstate,astate_code,appfiduc,afirms,aatty,aattyfirstname,aattylastname,afirmname,aamicusbriefs,agroups,afirstlistedamicusgroup,genappel1,appel1,bank_ap1,genappel2,appel2,bank_ap2,realapplnts,acounsel1,numresp,r_natpr,r_bus,r_nonp,r_fed,r_appsubst,rlst_code,r_state,statecode,rfiduc,rfirms,ratty,rattyfirstname,rattylastname,rfirmname,ramicusbrfs,rgroups,rnameoffirstlistedamicusgroup,genresp1,respond1,bank_r1,genresp2,respond2,bank_r2,realrespondants,rcounselcode,isstyp,genissue,casetype1,direct1,casetype2,direct2,majvotes,dissent,concur,dmbasis,cmbasis,cmbasis2,dpbasis,cpbasis,cpbasis2,habes,decon,constit,fedlaw,fedlaw2,procedure,keynotes,constnote1,constnote2,uscnote1,uscsec1,uscnote2,uscsec2,civproc1,civproc2,crmproc1,crmproc2,threshgen,turnthresh,juris,stateclaim,standing,mootness,exhaust,timely,immunity,frivol,polquest,otherres,late,frivapp,otherapp,typeissue,prejud,insane,improper,justyinst,othjury,deathpen,sentence,indict,confess,search,othadmis,plea,inadqecounsel,rtcouns,suffic,indigent,entrap,procdis,othercrim,dueproc,execord,stpolicy,weightev,pretrial,trialpro,posttrial,attyfee,judgdisc,altdisp,injunct,summary,fedvst,foreign,intlaw,stvst,discover,othercivil,subevid,denovo,capricious,erroneous,abusediscr,judreview,genstd,notice,alj,agencyacq,freeinfo,comment,record,diverse,whichlaw,j1,j2,j2vote1,j2vote2,j2maj1,j2maj2,j3,j3vote1,j3vote2,j3maj1,j3maj2,j4,j4vote1,j4vote2,j4maj1,j4maj2,j5,j5vote1,j5vote2,j5maj1,j5maj2,j6,j6vote1,j6vote2,j6maj1,j6maj2,j7,j7vote1,j7vote2,j7maj1,j7maj2,j8,j8vote1,j8vote2,j8maj1,j8maj2,j9,j9vote1,j9vote2,j9maj1,j9maj2,j10,j10vote1,j10vote2,j10maj1,j10maj2,j11,j11vote1,j11vote2,j11maj1,j11maj2,j13,j13vote1,j13vote2,j13maj1,j13maj2,j14,j14vote1,j14vote2,j14maj1,j14maj2,j15,j15vote1,j15vote2,j15maj1
20117,1997,108,31,35,35,02/28/97,96-4405,1,1,1,1,7,2,0,4,0,0,0,4,1,33,4,20441,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Eric D,Placke,Federal Public Defender,0,0,0,7,71000,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Scott P,Mebane,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,116,3,,,3,0,0,,,,,,,0,0,0,2,0,0,6,,,18,3742,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,417,3,,1,,20449,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20118,1997,115,248,256,256,05/30/97,96-1783,2,6,6,1,6,1,0,12,0,1,0,4,1,55,0,99999,10,,0,2,0,2,0,0,0,0,0,0,0,99,1,David R,Simonsen,,0,0,0,1,14302,2,1,14302,2,0,4,1,0,0,0,1,0,0,0,0,0,1,5,Linda S,Neighborgall,National Labor Relations Board,0,0,,3,35010,2,,,,0,5,0,6,605,2,,,3,0,0,,,,,,,0,0,0,1,0,2,8,,,29,158,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,9,0,0,0,0,0,0,431,430,2,,1,,10421,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20119,1997,115,265,272,272,06/11/97,96-1000,2,1,1,1,8,1,9,10,0,0,0,4,1,20,7,20439,15,,0,2,0,2,0,0,0,0,0,0,0,1,3,Richard E,Dunne,Hogan Hartson,0,0,0,1,13910,2,1,13910,2,0,4,1,0,1,0,0,0,0,0,0,0,1,2,Michael Evan,Jaffe,Arent Fox Kitner Plotkin Kahn,0,0,,1,13202,2,,,,0,4,0,7,731,0,,,2,1,0,0,,,1,,,0,0,0,0,0,1,2,,,28,1447,,,,,,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,431,0,,1,,410,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120,1997,128,216,230,233,10/27/97,96-2003,2,1,1,1,6,1,0,3,0,1,4,4,1,40,7,10401,15,964 F Supp 967,0,1,0,0,0,1,0,0,0,0,0,2,7,David C,Shilton,US Dept of Justice,1,99,,3,39001,2,,,,0,5,1,0,1,0,0,0,0,0,0,0,1,6,Andrea B,Field,Hunton  Williams,3,99,Chemical Manufactures Association,1,13402,2,,,,0,4,0,7,766,3,,,2,1,0,1,,,0,,,0,0,0,2,0,0,10,105,,42,7401,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,0,0,0,0,0,0,433,20459,3,,1,,428,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20121,1997,127,424,454,455,11/06/97,96-40151,1,1,1,1,2,2,0,8,0,0,0,5,1,43,2,20506,15,,0,5,0,0,0,0,3,43,2,43,0,2,2,Karen Denise,Matlock,Cooper Flowers Davis Fraser Dennyberry,0,0,0,5,53001,2,4,46002,2,0,4,1,1,0,0,0,0,0,0,0,0,99,1,Curtis B,Stuckey,,0,0,,7,73000,2,,,,0,4,0,2,201,1,204,1,2,1,0,2,,,1,,,0,0,0,0,0,0,86,104,,42,1983,,,56,,,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,564,1,1,1,1,566,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20122,1997,112,191,193,193,05/08/97,96-11096,1,1,1,1,1,1,0,5,0,0,0,5,1,43,6,10524,15,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,71001,2,,,,0,1,4,0,0,0,1,0,4,43,0,0,99,99,,,,0,0,,5,56003,2,5,56003,2,0,8,0,2,202,1,,,3,0,0,,,,,,,0,0,0,1,1,0,11,108,,42,1983,28,1915,,,,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,618,1,,1,,563,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20123,1997,119,1219,1228,1228,08/22/97,96-60328,1,6,6,1,1,2,0,12,0,0,0,5,1,55,0,99999,13,,0,1,1,0,0,0,0,0,0,0,0,2,2,Robert F,Watson,Law Snakard Gambill,0,0,0,7,71005,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,3,Susan Ferris,Wyderko,SEC,0,0,,3,37001,2,,,,0,5,0,7,748,3,,,3,0,0,,,,,,,0,0,0,1,1,0,17,,,15,77,15,78,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,561,566,3,,1,,567,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20124,1997,121,971,977,977,08/19/97,96-11359,1,1,1,1,1,1,0,1,0,0,0,5,1,43,6,30559,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Helen,Miller Liggett,Asst Federal Public Defender,0,0,0,7,71002,2,,,,0,2,1,0,0,0,1,0,0,0,0,0,0,2,Delonia Anita,Watson,,0,0,,3,31010,2,,,,0,8,0,1,117,1,,,3,0,0,,,,,,,0,0,0,0,0,1,17,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,560,1,,1,,561,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20125,1997,120,534,551,551,08/15/97,95-30206,3,1,1,1,1,1,0,1,0,1,0,5,1,18,1,30541,15,,0,1,0,0,0,1,0,0,0,0,0,1,3,Eileen,Gleason,Department of Justice,0,0,0,3,31010,2,,,,0,5,1,1,0,0,0,0,0,0,0,0,3,5,John J,Tigue Jr,Morvillo Abramowitz Grand  Jason Silberger,0,0,,7,71004,2,,,,0,4,0,1,116,1,,,3,0,0,,,,,,,0,0,0,0,2,2,35,,,18,371,18,1008,,,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,568,1,,1,,513,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20126,1997,114,64,65,65,05/21/97,95-30219,2,14,1,2,3,3,2,11,0,0,0,5,1,18,1,20518,15,,0,4,0,0,0,3,0,0,0,0,0,2,6,Thomas M.,Bondy,"US Dept of Justice, Civil Div",0,0,0,3,39001,2,3,31003,2,0,5,1,1,0,0,0,0,0,0,0,0,99,3,George J.,"Fowler, III",,0,0,,7,70000,2,,,,0,4,0,7,724,3,,,3,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,525,3,,1,,550,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20127,1997,404,410,410,410,07/31/97,96-20597,1,1,1,1,2,2,0,1,0,0,0,5,1,43,5,30564,15,,0,99,0,0,0,0,0,0,0,0,0,1,2,Robert Mark,Loeb,Department of Justice,0,0,0,3,37001,2,,,,0,5,1,1,0,0,0,0,0,0,0,0,1,1,Mary L,Sinderson,,0,0,,7,73205,2,,,,0,4,0,2,221,1,231,1,3,0,0,,,,,,,0,0,0,0,0,0,14,,,42,2000,28,1491,,,,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,513,1,1,1,1,567,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20128,1997,110,1200,1207,1207,04/28/97,96-10720,1,1,1,1,1,1,0,3,1,0,0,5,1,43,6,30599,15,,0,2,2,0,0,0,0,0,0,0,0,99,2,Roger L,Mandel,,0,0,0,7,72005,2,7,72005,2,0,4,1,0,1,0,0,0,0,0,0,0,1,2,Robert Charles,Walters,Vinson Elkins,0,0,,1,13504,2,,,,0,4,0,7,735,1,,,3,0,0,,,,,,,0,0,0,1,1,0,9,,,,,,,,,,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,561,1,,1,,567,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20129,1997,118,399,404,404,07/31/97,96-20817,1,1,1,1,1,2,0,3,0,0,0,5,1,43,5,30568,15,,0,99,1,1,0,0,0,0,0,0,0,2,1,Mark J,White,Baker Botts,0,0,0,7,72003,2,1,13402,2,0,4,1,0,0,0,1,0,0,0,0,0,1,2,John Thompson,Stahr,DOJ,0,0,,3,34008,2,,,,0,5,0,7,753,3,,,3,0,0,,,,,,,0,0,0,1,1,0,6,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,568,513,3,,1,,567,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130,1997,119,341,342,342,08/01/97,95-50306,1,12,1,3,1,1,1,10,0,0,4,5,2,43,2,10526,15,,0,2,1,0,0,1,0,0,0,0,0,3,9,Thomas,Drought,Drought Pipkin,3,3,,7,72000,2,3,31010,2,0,4,1,0,0,0,0,1,43,0,0,0,2,4,Lowell Frank,Denton,Denton Mc Kamie Navarro,1,1,Trust for Historic Preservation,4,41001,2,,,,0,4,0,3,924,0,303,0,3,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,565,0,0,1,1,525,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131,1997,116,775,776,776,07/03/97,96-10612,1,1,1,1,1,1,0,3,0,0,0,5,2,43,6,30599,15,,0,1,1,0,0,0,0,0,0,0,0,99,1,Robert E,Goodman Jr,,0,0,0,7,73005,2,,,,0,4,2,0,2,0,0,0,0,0,0,0,1,4,Michael H,Collins,Locke Purnell Rain Harrell,0,0,,1,11904,2,1,11904,2,0,4,0,2,234,1,283,1,3,0,0,,,,,,,0,0,0,0,0,0,1,,,42,2000,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,536,1,1,1,1,550,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20132,1997,122,270,275,275,09/19/97,97-10025,1,1,1,1,1,2,0,3,0,0,0,5,1,43,6,10569,15,,0,3,0,3,0,0,0,0,0,0,0,99,1,Robert Martin,Greenberg,,0,0,0,1,14505,2,1,13702,2,0,4,1,0,1,0,0,0,0,0,0,0,1,2,Julia Fields,Pendery,Cowles Thompson,0,0,,1,13702,2,,,,0,4,0,7,733,0,,,3,0,0,,,,,,,0,0,0,0,0,0,9,,,79,13906,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,536,0,,1,,562,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,1997,115,333,346,346,06/20/97,96-50138,2,1,4,1,3,2,0,1,0,0,1,5,1,43,2,20512,15,,0,3,3,0,0,0,0,0,0,0,0,3,4,John P,Higgins,Higgins Rush,1,0,,7,71004,1,7,73004,1,0,4,3,0,3,0,0,0,0,0,0,0,2,4,Eric Jay,Taube,Homann Werner Taube,0,0,,1,12701,2,,,,0,4,0,7,741,3,,,3,0,0,,,,,,,0,0,0,0,2,0,14,,,11,541,11,522,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,566,3,,1,,532,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20134,1997,116,140,145,145,06/16/97,95-60742,1,6,6,1,1,2,0,0,0,0,0,5,1,55,0,99999,14,,0,1,1,0,0,0,0,0,0,0,0,1,1,Donald Schlemmer,,,0,0,0,7,71020,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,4,6,Susie S,Cho,Ofice of Immigration Litigation,0,0,,3,35005,2,,,,0,5,0,2,241,1,,,3,0,0,,,,,,,0,0,0,1,0,0,5,105,,8,1558,,,,,,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,532,1,,1,,533,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135,1997,117,242,254,254,07/07/97,96-20157,1,1,1,1,6,1,0,1,0,0,0,5,1,43,5,30564,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,LaNelle Linnstaedter,McNamara,McNamara McNamara,0,0,0,7,73005,2,,,,0,4,7,0,0,0,0,0,0,7,43,0,1,2,Dona Glimm,Hamilton,TX Atty Gen Office,0,0,,5,53008,2,5,53008,2,0,6,0,2,231,0,,,3,0,0,,,,,,,0,0,0,9,9,0,19,,,20,1681,42,2000,12,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,541,0,,1,,561,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20136,1997,112,1290,1296,1296,05/27/97,96-60057,1,10,8,1,1,8,0,1,0,0,0,5,1,43,0,99999,14,,0,1,1,0,0,0,0,0,0,0,0,1,3,Stanard T,Klinefelter,Piper Marbury,0,0,0,7,73004,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,2,5,Gary R,Allen,Atty Gen Office Tax division appellate section,0,0,,3,35006,2,,,,0,5,0,7,702,2,,,3,0,0,,,,,,,0,0,0,1,0,0,13,,,26,2032,26,6212,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,565,3,,1,,563,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20137,1997,125,261,269,269,10/01/97,96-50956,1,1,1,1,8,2,0,10,0,0,0,5,1,43,2,30576,15,,0,1,1,0,0,0,0,0,0,0,0,99,1,J Michael,Cunningham,,0,0,0,7,73005,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Richard L,Durbin Jr,US Atty Office,0,0,,3,31010,2,,,,0,5,0,1,116,1,,,3,0,0,,,,,,,0,0,0,0,0,0,17,3,,28,636,,,,,,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,561,1,,1,,536,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20138,1997,116,119,119,119,06/10/97,94-10028,2,2,1,8,6,2,0,1,0,0,0,5,2,43,6,20518,15,,0,4,4,0,0,0,0,0,0,0,0,99,4,Jack M,Pepper,,0,0,0,7,72000,2,7,72000,2,0,4,1,0,0,0,1,0,0,0,0,0,1,3,John R,Teakell,US Atty Office,0,0,,3,31010,2,,,,0,5,0,1,116,2,,,3,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,570,2,,1,,567,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20139,1997,120,519,526,526,08/14/97,97-10800,1,8,8,1,8,1,0,9,0,0,0,5,1,43,0,99999,15,,0,1,0,0,0,1,0,0,0,0,0,2,4,R David,Broiles,Kirkley Schmidt Cotton LLP,0,0,0,3,32004,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,1,Robert B,Fiske,Miller Cassidy Laroca Lewin,0,0,,3,32005,2,,,,0,4,0,8,999,1,,,2,0,1,,,,,,,0,0,0,1,1,0,2,,,28,,,,,,,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,564,1,,3,,561,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140,1997,116,1126,1128,1128,07/15/97,96-31058,1,1,1,1,3,1,0,5,0,0,0,5,2,18,4,20546,15,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,71001,2,,,,0,1,4,0,0,0,4,0,0,0,0,0,0,0,,,,0,0,,3,360072,,,,,0,8,0,2,207,1,,,3,0,0,,,,,,,0,0,0,0,1,0,2,,,28,1915,,,,,,0,3,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,567,1,,1,,566,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20141,1997,106,1223,1226,1226,02/24/97,96-50056,1,1,1,1,1,1,0,3,0,0,0,5,1,43,2,30574,15,,0,2,2,0,0,0,0,0,0,0,0,2,2,Terry L,Weldon,Law Ofc of Terry Weldon,0,0,0,7,73000,2,,,,0,4,1,0,0,0,0,1,43,0,0,0,0,1,Nathan Mark,Ralls,,0,0,,4,41002,2,,,,0,4,0,2,299,1,,,3,0,0,,,,,,,0,0,0,0,1,0,3,,,20,1681,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,536,1,,1,,30565,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20142,1997,111,396,399,399,04/21/97,96-30202,1,1,1,1,2,2,0,1,0,0,0,5,2,18,1,30541,15,,0,5,5,0,0,0,0,0,0,0,0,0,2,Manuel A,Fernandez,,0,0,0,7,71005,2,7,73005,2,0,4,1,0,1,0,0,0,0,0,0,0,1,3,George A,Frilot III,Frilot Partridge Kohnke Clements,0,0,,1,13405,2,,,,0,4,0,7,729,1,,,3,0,0,,,,,,,0,0,0,0,2,0,6,,,42,9607,42,9601,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,564,1,,1,,550,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,1997,105,1017,1023,1023,02/12/97,95-11112,1,1,4,1,4,1,0,1,0,0,0,5,1,43,6,10569,15,188 BR 544,0,1,1,0,0,0,0,0,0,0,0,0,1,St Clair,Newbern III,,0,0,0,7,73003,2,,,,0,4,1,1,0,0,0,0,0,0,0,0,1,1,Ronald Ray,Payne,Hesse Jones,0,0,,7,71003,1,,,,0,4,0,7,741,1,,,2,1,0,1,,,1,,,0,0,2,2,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,561,3,,2,,30543,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20144,1997,114,517,520,520,06/02/97,96-30844,1,1,1,7,1,2,0,1,0,0,0,5,1,18,2,20599,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Rebecca L,Hudsmith,Federal Public Defenders Office,0,0,0,7,72005,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Josette Louise,Cassiere,US Atty Office,0,0,,3,31010,2,,,,0,5,0,1,117,1,,,3,0,0,,,,,,,0,0,0,1,0,0,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,536,1,,1,,30556,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
